abbé_NOM :prêtre_NOM,georges-henri_NAM,biéler_NAM,amédée_NAM,évêque_NOM,maurice_NAM,pelletier-baillargeon_NAM,filleul_NOM,fernand_NAM,léon_NAM,
hétérosexuelle_ADJ :hétérosexuel_ADJ,ecclésiale_ADJ,homosexuelle_ADJ,hétérosexualité_NOM,séculière_ADJ,patriarcale_ADJ,idéalisée_VER,judéo-chrétienne_ADJ,mariage_NOM,sclérosée_VER,

heureux_NOM :lachapelle_ADJ,sénéchal-berthiaume_NAM,kachelle_NAM,leclerc_NOM,rachede_NAM,uchapelle_NAM,loli_NAM,rachelle_NAM,moniquelheureux_NAM,moniqueuheureux_NAM,

heureuse_NOM :ricaneuse_ADJ,heureuse_ADJ,joyeuse_NOM,5'b_NAM,40alne_NAM,40alne_ADJ,épicurienne_NOM,sportive_NOM,séneuse_ADJ,divorcé_ADJ,

hollandais_NOM :français_NAM,allemands_NAM,néerlandais_NOM,italiens_NOM,espagnols_NOM,irlandais_NOM,anglais_NAM,polonais_NOM,européens_NOM,japonais_NOM,

hollandaise_ADJ :japonaise_ADJ,allemande_ADJ,chinoise_ADJ,néerlandaise_ADJ,hongroise_ADJ,polonaise_ADJ,grecque_ADJ,islandaise_ADJ,italienne_ADJ,indienne_ADJ,

homosexuel_NOM :ivrogne_ADJ,alcoolique_NOM,prêtre_NOM,adolescent_NOM,homosexuel_ADJ,toxicomane_ADJ,politicien_NOM,alcoolique_ADJ,amant_NOM,garçon_NOM,

homosexuelle_ADJ :homosexualité_NOM,homosexuels_NOM,homosexuelles_ADJ,homosexuels_ADJ,hétérosexuelle_ADJ,sexuelle_ADJ,mariage_NOM,religieuse_ADJ,juive_ADJ,gais_ADJ,

hôte_NOM :tronomique_ADJ,table_NOM,souper_VER,invité_NOM,dîner_NOM,hôtes_NOM,déjeuner_NOM,hôtesse_NOM,nuitée_VER,apéritif_NOM,

hôtesse_NOM :hôtesses_NOM,hôte_NOM,entraîneuse_NOM,invitée_NOM,employée_NOM,reine_NOM,serveuse_NOM,organisatrice_ADJ,représentante_NOM,fiancée_NOM,

hôtelier_NOM :complexe_NOM,promoteur_NOM,hôtelier_ADJ,resorts_NOM,promoteur_ADJ,complexe_ADJ,multifonctionnel_ADJ,windigo_NAM,casino_NOM,condos_NOM,

hôtelière_ADJ :touristique_ADJ,hôtels_NOM,hotels_NAM,paysagère_ADJ,commerciale_ADJ,hôtelier_ADJ,résidentielle_ADJ,resorts_NOM,boulangerie_NOM,rurale_ADJ,

idiot_NOM :salaud_NOM,imbécile_NOM,vilain_NOM,introverti_ADJ,nazi_NOM,bandit_NOM,menteur_NOM,ivrogne_ADJ,étemel_NOM,assassin_NOM,

idiote_ADJ :ennuyante_ADJ,naive_ADJ,saugrenue_ADJ,perverse_ADJ,superficielle_ADJ,têtue_ADJ,masochiste_ADJ,triviale_ADJ,désabusée_VER,voyante_ADJ,

ignorant_ADJ :méprisant_ADJ,misanthrope_ADJ,orgueilleux_ADJ,masochiste_ADJ,arrogant_ADJ,ignorante_ADJ,inculte_ADJ,salaud_ADJ,offensant_ADJ,paranoïaque_ADJ,

ignorante_ADJ :méprisée_VER,sclérosée_VER,corrompue_VER,intolérante_ADJ,naïve_ADJ,insouciante_ADJ,têtue_ADJ,prétentieuse_ADJ,consentante_ADJ,populace_NOM,

imaginatif_ADJ :inventif_ADJ,intelligent_ADJ,pénétrant_ADJ,extraverti_ADJ,déroutant_VER,insolent_ADJ,divertissant_ADJ,intuitif_ADJ,ludique_ADJ,taquin_ADJ,

imaginative_ADJ :fonceuse_ADJ,séduisante_ADJ,extravertie_ADJ,sensuelle_ADJ,intelligente_ADJ,rythmée_ADJ,raffinee_NOM,attachante_ADJ,raffinée_VER,voyageuse_ADJ,

imitateur_NOM :flic_NOM,héros_NOM,gigolo_NOM,excentrique_NOM,acteur_NOM,séducteur_NOM,surdoué_ADJ,raconteur_NOM,intervieweur_NOM,provocateur_NOM,

immortel_ADJ :trenet_NAM,orson_NAM,salaud_ADJ,génial_ADJ,lindbergh_NAM,enki_NAM,ingmar_NAM,cobain_NAM,satanique_ADJ,incarné_ADJ,

immortelle_NOM :immortelle_ADJ,brightman_NAM,chanson-thème_NOM,craquante_ADJ,nougaro_NOM,can't_NAM,stupid_NAM,intro_NOM,goodbye_NAM,joss_NAM,

impertinent_ADJ :tapageur_ADJ,insolent_ADJ,séducteur_ADJ,décapant_ADJ,cabotin_ADJ,mordant_ADJ,pénétrant_ADJ,incompris_ADJ,foisonnant_ADJ,misogyne_ADJ,

impertinente_ADJ :irrévérencieuse_ADJ,érudite_ADJ,édifiante_ADJ,rythmée_ADJ,provocatrice_ADJ,rigolote_ADJ,incisive_ADJ,planante_ADJ,attachante_ADJ,extravagante_ADJ,

importateur_NOM :importateur_ADJ,exportateur_NOM,exportateur_ADJ,producteur_NOM,marchand_NOM,détaillant_NOM,producteur_ADJ,importes_VER,importation_NOM,fournisseur_NOM,

imprimeur_NOM :imprimeur_ADJ,québécor_NAM,équipementier_NOM,avionneur_NOM,abitibi-consolidated_NAM,transcontinental_ADJ,conglomérat_NOM,câblodistributeur_NOM,téléglobe_NAM,annuaires_NOM,

inconnu_NOM :inconnu_ADJ,abîme_NOM,ombre_NOM,ennui_NOM,homme_NOM,aveugle_NOM,assassin_NOM,énergumène_NOM,univers_NOM,écrivain_NOM,

inconnue_NOM :incertaine_ADJ,inconnue_ADJ,surprise_NOM,inquiétude_NOM,énigme_NOM,incertitude_NOM,favorite_NOM,inconnues_NOM,embûche_NOM,inquiète_ADJ,

inconscient_NOM :imaginaire_ADJ,animalité_NOM,subconscient_NOM,indicible_NOM,univers_NOM,aléatoire_NOM,âme_NOM,irréalité_NOM,àme_NOM,transcendance_NOM,

inconsciente_ADJ :obsessionnelle_ADJ,consentante_ADJ,puérile_ADJ,désolante_ADJ,têtue_ADJ,fuyante_ADJ,souffrante_ADJ,oppressante_ADJ,fantasmée_VER,imprécise_ADJ,

indien_NOM :indien_ADJ,amérindien_NOM,immigrant_NOM,indiens_NOM,béret_NOM,musulman_NOM,pêcheur_NOM,esclave_NOM,africain_NOM,bandit_NOM,

indienne_NOM :écolière_NOM,républicaine_NOM,indienne_ADJ,mexicaine_NOM,amérindienne_NOM,juive_NOM,américaine_NOM,afghane_NOM,actrice_NOM,australienne_NOM,

industriel_NOM :industriel_ADJ,résidentiel_ADJ,entrepreneur_NOM,commercial_NOM,commercial_ADJ,ouvrier_NOM,arvida_NAM,terrien_ADJ,benedetti_NAM,4666_NUM,

industrielle_NOM :répart_VER,5,48_NUM,can-valeur_NAM,clarington_NAM,budden_NAM,8,67_NUM,5.72_NUM,b-trés_VER,5,02_NUM,ethical_NOM,

infirmier_NOM :médecin_NOM,infirmière_NOM,médical_ADJ,obstétrique_NOM,infirmières_NOM,soignant_ADJ,anesthésiste_NOM,personnel_NOM,psychiatre_NOM,médecins_NOM,

infirmière_NOM :médecin_NOM,physiothérapeute_NOM,patiente_NOM,sage-femme_NOM,éducatrice_NOM,enseignante_NOM,éducatrice_ADJ,anesthésiste_NOM,infirmier_NOM,clinique_NOM,

informateur_NOM :enquêteur_NOM,ex-agent_NOM,policier_NOM,informateurs_NOM,employé_NOM,agent_NOM,agent-source_NOM,fonctionnaire_NOM,enquêteurs_NOM,lobbyiste_NOM,

informaticien_NOM :ingénieur_NOM,programmeur_NOM,homme_NOM,chimiste_NOM,géologue_NOM,étudiant_NOM,enseignant_NOM,comptable_NOM,technicien_ADJ,père_NOM,

ingénieur_NOM :architecte_NOM,informaticien_NOM,agronome_NOM,ingénieure_NOM,physicien_NOM,mécanicien_ADJ,technicien_ADJ,technicien_NOM,consultant_NOM,fonctionnaire_NOM,

ingénieure_NOM :ingénieur_NOM,fata_NAM,rosie_VER,professeure_ADJ,agrégée_VER,professeure_NOM,orthophoniste_NOM,bachelière_NOM,étudiante_NOM,agente_NOM,

ingrat_ADJ :antipathique_ADJ,caricatural_ADJ,arrogant_ADJ,ambigu_ADJ,ombrageux_ADJ,névrosée_ADJ,stressant_ADJ,contre-emploi_NOM,intransigeant_ADJ,argan_NOM,

ingrate_ADJ :tâche_NOM,ardue_ADJ,périlleuse_ADJ,paresseuse_ADJ,tâche_VER,exigeante_ADJ,cruelle_ADJ,rébarbative_ADJ,lourde_ADJ,délicate_ADJ,

initiateur_NOM :instigateur_NOM,fondateur_NOM,inventeur_NOM,créateur_NOM,initiateurs_NOM,codirecteur_ADJ,cofondateur_NOM,coprésident_NOM,inspirateur_NOM,lui-même_PRO,

innocent_NOM :criminel_NOM,pédophile_NOM,violeur_NOM,nazi_NOM,orgueil_NOM,accusé_NOM,assassin_NOM,terroriste_NOM,atrocité_NOM,agresseur_NOM,

innocente_ADJ :cruelle_ADJ,manipulatrice_ADJ,terrifiante_ADJ,névrosée_ADJ,choquante_ADJ,inoffensive_ADJ,émouvante_ADJ,immorale_ADJ,banale_ADJ,idiote_ADJ,

inscrit_NOM :taxable_ADJ,accordé_NOM,inscrit_ADJ,subséquent_ADJ,matricule_VER,inscrive_VER,négatif_ADJ,stigmate_NOM,râle_NOM,precedent_ADJ,

inspecteur_NOM :demandera_VER,linancières_ADJ,tinancières_ADJ,regis-traire_NOM,re-gistraire_NOM,permission_NOM,mandera_VER,regislraire_NOM,registraire_NOM,adressera_VER,

inspirateur_NOM :admirateur_NOM,idéologue_NOM,instigateur_NOM,militant_VER,détracteur_NOM,théoricien_NOM,pourfendeur_NOM,sympathisant_VER,fondateur_NOM,réformateur_NOM,

instituteur_NOM :enseignant_NOM,garçon_NOM,adolescent_NOM,père_NOM,copain_NOM,écrivain_NOM,frère_NOM,grand-père_NOM,orphelin_NOM,alcoolique_ADJ,

institutrice_NOM :fille_NOM,enseignante_NOM,adolescente_NOM,mère_NOM,orpheline_NOM,amie_NOM,fillette_NOM,adoptive_ADJ,aïeule_NOM,tille_NOM,

instructeur_NOM :entraîneur_NOM,lanceur_NOM,frappeur_NOM,instructeur_ADJ,receveur_NOM,lanceurs_NOM,gérant_NOM,entraineur_NOM,entraîneur-chef_NOM,entraineur-chef_NOM,

intellectuel_NOM :penseur_NOM,écrivain_NOM,essayiste_NOM,historien_NOM,philosophe_NOM,romancier_NOM,politicien_NOM,polémiste_NOM,théologien_NOM,philosophe_ADJ,

intellectuelle_NOM :divorcée_NOM,extravertie_ADJ,féministe_NOM,observatrice_NOM,rouquine_NOM,militante_ADJ,voyageuse_NOM,écrivaine_NOM,passionnée_VER,fonceuse_ADJ,

intervieweur_NOM :animateur_NOM,humoriste_NOM,humoriste_ADJ,écrivain_NOM,animateur_ADJ,raconteur_NOM,comédien_NOM,interviewer_NOM,polémiste_NOM,imitateur_NOM,

inventeur_NOM :inventeur_ADJ,créateur_NOM,précurseur_NOM,pionnier_NOM,découvreur_NOM,physicien_NOM,moteur-roue_NOM,célèbre_ADJ,invention_NOM,explorateur_NOM,

invité_NOM :invitée_NOM,invités_NOM,animateur_NOM,invité_ADJ,invité_VER,honneur_NOM,hôte_NOM,humoriste_NOM,wallonie-bruxelles_ADJ,animateur_ADJ,

invitée_NOM :invité_NOM,animatrice_NOM,invitée_VER,habituée_ADJ,carolyne_NOM,ambassadrice_NOM,animatrice_ADJ,carolyne_NAM,présidente_NOM,hôtesse_NOM,

irlandais_NOM :irlandais_ADJ,allemands_NAM,ecossais_NAM,espagnols_NOM,anglais_NAM,polonais_NOM,italiens_NOM,hollandais_NOM,catalans_NOM,arméniens_ADJ,

irlandaise_NOM :républicaine_ADJ,irlandaise_ADJ,armée_NOM,tira_VER,républicaine_NOM,eln_NAM,américaine_NOM,armée_VER,armée_ADJ,uck_NAM,

italien_NOM :allemand_NOM,italien_ADJ,espagnol_NOM,espagnol_ADJ,portugais_NOM,roumain_NOM,camilleri_NAM,américain_NOM,portugais_ADJ,catalan_NOM,

italienne_NOM :italienne_ADJ,américaine_NOM,espagnole_ADJ,italien_ADJ,allemande_ADJ,polonaise_ADJ,autrichienne_ADJ,portugaise_ADJ,québécoise_NOM,anglaise_NOM,

ivrogne_ADJ :misanthrope_ADJ,alcoolique_NOM,alcoolique_ADJ,vieillard_NOM,arriviste_NOM,amant_NOM,volage_ADJ,amérindien_NOM,insouciant_ADJ,homosexuel_NOM,

japonais_NOM :japonais_ADJ,allemands_NAM,coréens_NOM,chinois_NOM,européens_NOM,italiens_NOM,néerlandais_NOM,américains_NOM,russes_NAM,chinois_ADJ,

japonaise_NOM :sugiyama_NAM,chinoise_NOM,ippon_NOM,schnyder_NAM,suédoise_ADJ,likhovtseva_NAM,daniela_NAM,japonaise_ADJ,colombienne_NAM,flavia_NAM,

jardinier_NOM :jardinier_ADJ,potager_NOM,vigor_NAM,acceptez_VER,pommier_NOM,horticulteur_NOM,horticole_ADJ,fromager_NOM,graminées_ADJ,pissenlit_NOM,

jazzman_NOM :trompettiste_NOM,saxophoniste_NOM,musicien_NOM,contrebassiste_NOM,guitariste_NOM,bluesman_NOM,pianiste_NOM,papasoff_NAM,quintet_NAM,chanteur_NOM,

joaillier_NOM :orfèvre_NOM,luminaire_NOM,gründ_NAM,marchand_NOM,antiquaire_NOM,sculpteur_NOM,couturier_NOM,collectionneur_NOM,décorateur_NOM,doisneau_NAM,

joueur_NOM :attaquant_NOM,frappeur_NOM,lanceur_NOM,ailier_NOM,offensif_ADJ,quart-arrière_NOM,défenseur_NOM,vétéran_NOM,réserviste_NOM,voltigeur_NOM,

joueuse_NOM :mauresmo_NAM,blainvilloise_NAM,wozniak_NAM,sharapova_NAM,jelena_NAM,jankovic_NAM,capriati_NAM,safina_NAM,clijsters_NAM,davenport_NAM,

judoka_NOM :judo_NOM,gymnaste_NOM,plongeuse_NOM,sprinter_NOM,athlète_NOM,médaillé_VER,skieuse_NOM,médaille_NOM,taekwondo_NOM,water-polo_NOM,

juif_NOM :juif_ADJ,musulman_NOM,nazi_NOM,juifs_NOM,immigrant_NOM,prêtre_NOM,musulman_ADJ,apatride_ADJ,errant_ADJ,juive_ADJ,

juive_NOM :immigrante_NOM,juive_ADJ,fille_NOM,adolescente_NOM,polonaise_ADJ,orpheline_NOM,institutrice_NOM,adoptive_ADJ,mère_NOM,fillette_NOM,

jumeau_NOM :jumeau_ADJ,frère_NOM,dénommé_VER,suicidé_NOM,personnage_NOM,demi-dieu_NOM,monstre_NOM,clone_NOM,héros_NOM,cadavre_NOM,

jumelle_NOM :cousine_NOM,mère_NOM,accoucha_VER,préférée_NOM,nièce_NOM,carrosserie_NOM,jumelle_ADJ,prius_NAM,voisine_NOM,mazdas_NOM,

laid_ADJ :macho_NOM,marrant_ADJ,prétentieux_ADJ,gênant_ADJ,amoral_ADJ,moche_ADJ,effrayant_ADJ,adroit_ADJ,excitant_ADJ,superficiel_ADJ,

laide_ADJ :aide_NOM,taide_NAM,subvention_NOM,désorganisée_VER,travailleuse_ADJ,idiote_ADJ,créature_NOM,muselée_VER,mendier_VER,fragmentée_VER,

lanceur_NOM :frappeur_NOM,voltigeur_NOM,droitier_ADJ,releveur_NOM,partant_NOM,joueur_NOM,lanceurs_NOM,receveur_NOM,releveur_ADJ,droitier_NOM,

lapin_NOM :canard_NOM,wapiti_NOM,rôti_NOM,poêlé_VER,cailles_NOM,ragoût_NOM,jambon_NOM,faisan_NOM,brandade_NOM,braisé_VER,

laveur_NOM :faveur_NOM,raton_NOM,défaveur_NOM,demandant_VER,réclamant_VER,veur_NOM,brandissant_VER,prônant_VER,prononcés_VER,votant_NOM,

laveuse_NOM :lave-vaisselle_NOM,sécheuse_ADJ,lav-sech_NOM,poêle_VER,lave-vais_VER,trigo_NOM,poêle_NOM,élec_ADJ,lav/sech_ADJ,réfrigérateur_NOM,

lecteur_NOM :spectateur_NOM,auditeur_NOM,visiteur_NOM,téléspectateur_NOM,narrateur_NOM,lecteurs_NOM,voyageur_NOM,romancier_NOM,consommateur_NOM,utilisateur_NOM,

lectrice_NOM :traductrice_NOM,comédienne_NOM,romancière_NOM,amie_NOM,journaliste_NOM,narratrice_NOM,chroniqueuse_NOM,poétesse_NOM,dame_NOM,confidente_NOM,

législateur_NOM :gouvernement_NOM,législateurs_NOM,législation_NOM,tribunaux_NOM,législateur_ADJ,c-13_NAM,légiférer_VER,balises_NOM,restreindre_VER,ix>i_NOM,

libérateur_NOM :oppresseur_NOM,cicéron_NAM,négritude_NOM,despotique_ADJ,monarchique_ADJ,universalisme_NOM,nazi_NOM,héros_NOM,gaulle_NAM,messianisme_NOM,

libératrice_ADJ :lassante_ADJ,relativiste_ADJ,signifiante_ADJ,ecclésiale_ADJ,subversive_ADJ,abstraite_ADJ,radicalité_NOM,réflexive_ADJ,agissante_ADJ,fallacieuse_ADJ,

lièvre_NOM :perdrix_NOM,chevreuil_NOM,canard_NOM,fermière_NOM,cerf_NOM,wapiti_NOM,lapin_NOM,écureuil_NOM,sanglier_NOM,gibier_NOM,

hase_NOM :base_NOM,pg_NOM,aaa_VER,eras_VER,tur_NOM,inflorescence_NOM,chapelure_NOM,asiate_ADJ,uport_NOM,4$_ADJ,

lion_NOM :lion_NAM,tion_NOM,rat_NOM,1res_ADJ,or_NOM,louve_NOM,paon_NOM,ration_NOM,re_ADJ,patate_NOM,

lionne_NOM :lululu_ADJ,chatte_NOM,commis/_NOM,corsaire_NOM,joke_NOM,femme_NOM,geronimo_NAM,guêpe_NOM,brune_NOM,violette_ADJ,

locuteur_NOM :soliloque_NOM,langage_NOM,sous-texte_NOM,phonétique_ADJ,personnage_NOM,narrateur_NOM,récepteur_NOM,catalan_NOM,lecteur_NOM,auditeur_NOM,

loup_NOM :gouttière_NOM,chien_NOM,razmoket_NAM,godzilla_NAM,loups_NOM,bergerie_NOM,clueless_NAM,renard_NOM,bleu_ADJ,mcdowd_NAM,

louve_NOM :palme_NOM,jutra_NAM,cannes_NAM,palme_VER,métrage_NOM,louis-delluc_NAM,bobine_NOM,statuette_NOM,césars_NOM,breillat_NAM,

luthier_NOM :514-989-7841_NUM,micromusee.com_NOM,824-4220_NUM,514-937-5225_NUM,514-489-3801_NUM,514-484-6089_NUM,514-519-3975_NUM,empiois_NOM,484-6089_NUM,573-7039_ABR,

maçon_NOM :menuisier_NOM,notre-seigneur_NOM,gadolinium_NOM,ruisselet_NOM,rubidium_NOM,ouvrier_NOM,scandium_NOM,caesium_NOM,gallium_NOM,thallium_NOM,

magicien_NOM :musicien_NOM,romancier_NOM,jongleur_NOM,créateur_NOM,poète_NOM,comédien_NOM,virtuose_NOM,cinéaste_NOM,écrivain_NOM,savant_NOM,

magistrat_NOM :juge_NOM,tribunal_NOM,procureur_NOM,garzon_NAM,policier_NOM,brunton_NAM,fonctionnaire_NOM,cassation_NOM,magistrats_NOM,moreno-ocampo_NAM,

magistrate_NOM :juge_NOM,dalphond_NAM,procureure_NOM,magistrat_NOM,mclachlin_NAM,plaignante_NOM,garzon_NAM,cassation_NOM,silcoff_NAM,brunton_NAM,

maître_NOM :maitre_VER,maîtres_NOM,maître_NAM,virtuose_NOM,chef-d_NOM,serviteur_NOM,incontesté_ADJ,maîtresse_NOM,sculpteur_NOM,roi_NOM,

maîtresse_NOM :mère_NOM,bien-aimée_NOM,baronne_NOM,tante_NOM,amie_NOM,servante_NOM,épouse_NOM,bourgeoise_NOM,maîtresses_NOM,fille_NOM,

majeur_NOM :majeur_ADJ,mineur_ADJ,sonate_NOM,dièse_VER,continuo_NOM,bémol_NOM,rondo_NOM,bwv_ABR,chaconne_NOM,mineur_NOM,

majeure_NOM :dess_NAM,mineure_NOM,kinésiologie_NOM,baccalauréat_NOM,attestée_VER,maîtrise_NOM,théorie_NOM,professeur-e_NOM,maîtrises_NOM,linguistique_NOM,

mal-aimé_NOM :endurci_VER,démagogue_NOM,décidément_ADV,argentier_NOM,prédestiné_VER,politicien_ADJ,fossoyeur_NOM,touche-à-tout_NOM,négligé_NOM,pessimiste_NOM,

maladroit_ADJ :brouillon_ADJ,caricatural_ADJ,cabotin_ADJ,antipathique_ADJ,malhabile_ADJ,brillant_VER,gaffeur_NOM,convaincant_ADJ,opportuniste_ADJ,colérique_ADJ,

maladroite_ADJ :manipulatrice_ADJ,timorée_ADJ,brouillonne_ADJ,simpliste_ADJ,alambiquée_VER,malhabile_ADJ,malheureuse_ADJ,naïve_ADJ,tortueuse_ADJ,superficielle_ADJ,

malchanceux_ADJ :chanceux_ADJ,combatifs_ADJ,superstitieux_ADJ,tête-à-queue_NOM,éprouvants_ADJ,grimpeurs_NOM,misanthrope_ADJ,introverti_ADJ,goûtés_VER,suspicieux_ADJ,

malheureux_NOM :malheureux_ADJ,bourreaux_NOM,naufragés_NOM,malheur_NOM,paumés_NOM,héros_NOM,diables_NOM,gueux_NOM,envieux_NOM,envieux_ADJ,

malheureuse_ADJ :maladroite_ADJ,douloureuse_ADJ,tragique_ADJ,désespérée_VER,malencontreuse_ADJ,mauvaise_ADJ,naïve_ADJ,désespérée_ADJ,triste_ADJ,malheureux_ADJ,

malin_NOM :dieu_NOM,matin_NOM,proverbe_NOM,dingue_ADJ,diable_NOM,pauvre_NOM,prénommé_VER,bougre_NOM,perroquet_NOM,théologien_NOM,

maligne_ADJ :tumeur_NOM,cancéreuse_ADJ,malformation_NOM,rectum_NOM,cirrhose_NOM,ablation_NOM,larynx_NOM,jaunisse_NOM,abdominale_ADJ,côlon_NOM,

mangeur_NOM :reptile_ADJ,dompteur_NOM,pissenlit_NOM,carnivore_ADJ,porc-épic_NOM,reptile_NOM,tibo_NAM,carnivores_ADJ,prunier_NOM,condiment_NOM,

mangeuse_NOM :bactérie_NOM,creutzfeldt-jakob_NAM,clostridium_NAM,infectieuse_ADJ,intoxication_NOM,coli_NOM,crohn_NAM,syphilis_NOM,gastro-entérite_NOM,morsure_NOM,

marathonien_NOM :surfeur_NOM,vignoble_NOM,vignoble_ADJ,vigneron_NOM,minot_NOM,auréolé_VER,muscadet_NOM,javelot_NOM,pécheur_NOM,lutteur_NOM,

marchand_NOM :collectionneur_NOM,vendeur_NOM,antiquaire_NOM,revendeur_NOM,commerçant_NOM,négociant_NOM,berger_NOM,restaurateur_NOM,importateur_NOM,marchand_ADJ,

marchande_ADJ :valeur_NOM,commerciale_ADJ,nominale_ADJ,logique_NOM,locative_ADJ,4100$_NAM,libellée_VER,intrinsèque_ADJ,râleur_NOM,celled_NOM,

marcheur_NOM :voyageur_NOM,rêveur_NOM,romancier_NOM,poète_NOM,explorateur_NOM,poète_ADJ,affamé_ADJ,géographe_NOM,naufragé_NOM,visiteur_NOM,

masseur_NOM :pressothérapie_NOM,massage_NOM,massothérapie_NAM,micromusee.com_NOM,beggars_NAM,relaxation_NOM,psy_NOM,dunst_NAM,thérapeutes_NOM,www.mlcromusee.com_NOM,

mécanicien_NOM :mécanicien_ADJ,chauffeur_NOM,pilote_NOM,camionneur_NOM,policier_NOM,conducteur_NOM,trafiquant_NOM,employé_NOM,garagiste_NOM,pompier_NOM,

méchant_NOM :vilain_NOM,cynique_ADJ,brute_NOM,pauvre_NOM,fasciste_NOM,dégueulasse_ADJ,personnage_NOM,démagogue_NOM,cow-boy_NOM,salaud_NOM,

méchante_ADJ :sorcière_NOM,cruelle_ADJ,moche_ADJ,stupide_ADJ,bête_ADJ,grosse_ADJ,idiote_ADJ,prétentieuse_ADJ,museau_NOM,vicieuse_ADJ,

meilleur_ADJ :meilleure_ADJ,pire_ADJ,meilleurs_ADJ,oscar_NOM,mauvais_ADJ,trophée_NOM,meilleures_ADJ,kechiche_NAM,gagnant_VER,merveilleux_ADJ,

meilleure_ADJ :meilleur_ADJ,bonne_ADJ,excellente_ADJ,mauvaise_ADJ,meilleures_ADJ,adéquate_ADJ,optimale_ADJ,pire_ADJ,avantageuse_ADJ,intéressante_ADJ,

menteur_NOM :menteur_ADJ,raciste_NOM,terroriste_NOM,crétin_NOM,provocateur_NOM,voleur_NOM,illuminé_NOM,tricheur_NOM,idiot_NOM,vilain_NOM,

menuisier_NOM :maçon_NOM,ébéniste_NOM,peintre_NOM,divorcé_ADJ,ouvrier_NOM,ingénieur_NOM,mécanicien_ADJ,cuisinier_NOM,livreur_NOM,farceur_NOM,

merle_NOM :chant_NOM,conte_NOM,crapaud_NOM,wigwam_NOM,geronimo_NAM,haggard_NAM,jasmine_NAM,complainte_NOM,cygne_NOM,pingouin_NOM,

messager_NOM :médium_NOM,..nerdz_NAM,alias_ADV,nerdz_NAM,stupéfiants_ADJ,.nerdz_NAM,femme$_NAM,mutant_VER,threshold_NAM,battlestar_NAM,

meunier_NOM :aïeul_NOM,coteau_NOM,verger_NOM,corniche_NOM,laguiole_NOM,cidrerie_NOM,promontoire_NOM,callière_NAM,pied-de-vent_NOM,peuplier_NOM,

meurtrier_NOM :suspect_NOM,meurtriers_NOM,meurtre_NOM,tueur_NOM,violeur_NOM,policier_NOM,ravisseur_NOM,assassin_NOM,pédophile_NOM,terroriste_NOM,

meurtrière_NOM :espionne_NOM,traquée_VER,névrosée_ADJ,criminelle_NOM,fuyante_ADJ,ensanglantée_VER,manipulatrice_ADJ,esseulée_ADJ,consentante_ADJ,gillain_NAM,

mexicain_NOM :mexicain_ADJ,péruvien_NOM,benicio_NAM,carlos_NAM,inarritu_NAM,brésilien_NAM,reygadas_NAM,gael_NAM,colombien_NAM,antonio_NAM,

mexicaine_NOM :brésilienne_ADJ,lôpez_NAM,mexicaine_ADJ,paz_NAM,gauche_ADJ,indienne_NOM,fmln_NAM,obrador_NAM,espagnole_ADJ,cruz_NAM,

mineur_NOM :mineur_ADJ,adolescent_NOM,récidiviste_NOM,majeur_NOM,prémédité_VER,mineurs_NOM,viol_NOM,sonate_NOM,continuo_NOM,schumann_NOM,

mineure_NOM :adolescente_NOM,étudiante_NOM,attouchements_NOM,majeure_NOM,counseling_NOM,inculpée_VER,non-coupable_ADJ,agression_NOM,inconduite_NOM,sexuels_ADJ,

miraculé_ADJ :perfectionniste_NOM,converti_NOM,affamé_ADJ,brisé_NOM,barbu_NOM,fasciste_NOM,terrifié_VER,rescapé_NOM,lutin_NOM,matelot_NOM,

moniteur_NOM :ordinateur_NOM,portatif_ADJ,davier_NOM,téléviseur_NOM,40/750_NUM,moniteurs_NOM,ordi_NOM,clavier_NOM,ampli_NOM,dock_NOM,

mort_NOM :disparition_NOM,pendaison_NOM,mort_VER,mourir_VER,condamnation_NOM,assassinat_NOM,décapitation_NOM,meurtre_NOM,commuée_VER,noyade_NOM,

morte_NOM :fillette_NOM,meurtrière_NOM,mère_NOM,narratrice_NOM,fide_NOM,blessée_ADJ,consentante_ADJ,confidente_NOM,ensanglantée_VER,mamie_NOM,

motard_NOM :délateur_NOM,suspect_NOM,nomads_NOM,agent-source_NOM,camionneur_NOM,policier_NOM,rockers_NOM,pédophile_ADJ,livernoche_NAM,trafiquant_NOM,

mouton_NOM :tremblante_NOM,lapin_NOM,bovin_NOM,vache_NOM,roquefort_NOM,cochon_NOM,wapiti_NOM,singe_NOM,chèvre_NOM,moutons_NOM,

brebis_NOM :chèvre_NOM,dolly_NAM,carottes_NOM,fumé_ADJ,moutons_NOM,poêlé_VER,agneau_NOM,fromage_NOM,wapiti_NOM,pied-de-vent_NOM,

muet_NOM :baroque_NOM,kurosawa_NAM,opératique_ADJ,kieslowski_NAM,film-culte_NOM,berio_NAM,compositeur_NOM,wajda_NAM,nèg_NOM,fassbinder_NAM,

muette_ADJ :silencieuse_ADJ,muet_ADJ,restée_VER,absente_ADJ,impuissante_ADJ,collée_VER,confuse_ADJ,manipulatrice_ADJ,sourde_ADJ,discrète_ADJ,

